FileName,Project,Shape,Serial,PixelsToCm,Approved,Area,Centroid_x,Centroid_y,Circularity,ConvexArea,Eccentricity,EquivDiameter,MajorAxisLength,MaxFeretDiameter,MinorAxisLength,MinFeretDiameter,OrthogonalDiameter,MaxFeretDiameterControl,Perimeter,Solidity,FormFactor,Roundness,Compactness,AspectRatio,a01,a02,a03,a04,a05,a06,a07,a08,b01,b02,b03,b04,b05,b06,b07,b08,c01,c02,c03,c04,c05,c06,c07,c08,d01,d02,d03,d04,d05,d06,d07,d08
VAL_JEL_1.png,VAL,JEL,1,800,1,309784,536.6915335,841.0130381,0.351295992,402547,0.906554833,628.0360174,1016.158703,1102.464512,428.9084618,490.9952687,494.8632212,1102.435939,3325.736,0.769559828,0.351959996,0.381984745,0.618049145,2.227816626,1,-0.017608131,0.115737895,-0.022540691,0.027665648,-0.041791779,0.008298074,-0.037061229,2.78E-17,-0.014696136,0.023196442,-0.035211775,0.008861477,-0.056104172,-0.014756819,-0.038765637,-2.78E-17,-0.020872316,0.006370489,-0.026549241,-0.024541102,-0.022227776,-0.007017059,0.02473227,0.507694837,0.022321976,0.045199965,0.028212186,0.0107074,0.017099454,0.011161192,-0.020585556
VAL_JEL_10.png,VAL,JEL,10,800,1,445766,604.9328975,1027.459234,0.167000106,642770,0.937561677,753.3703597,1363.638531,1568.796991,474.2994769,567.3590638,568.0352067,1568.765438,5788.478,0.693507787,0.167181428,0.305223895,0.552470719,2.761795348,1,-0.021486207,0.134836198,-0.004879104,0.056491643,0.00277502,0.065452309,-0.000760493,-1.04E-16,-0.028133495,-0.00957103,0.001777477,-0.019911086,0.012899763,-0.033616744,0.003624388,2.22E-16,-0.006772773,-0.003528142,0.015270533,-0.005603106,-0.003616252,-0.007402952,0.000206568,0.43885658,0.004165063,0.031595861,-0.006545905,-0.008808873,0.002252648,-0.01612872,-0.000741562
VAL_JEL_2.png,VAL,JEL,2,800,1,552780,605.1283476,1128.799899,0.14483713,811069,0.948367159,838.940615,1597.18082,1753.600011,506.5852006,634.8570346,661.5523197,1753.513616,6922.199,0.681544973,0.144968627,0.275901631,0.525263392,2.650735186,1,-0.017219947,0.163940694,-0.024405207,0.060935223,-0.04342617,0.00122261,-0.070957882,-5.55E-17,0.005907446,0.011936731,-0.001287517,0.005758371,-0.007735445,0.002263351,-0.011626282,1.25E-16,-0.001047903,0.000846924,-0.00159063,-9.77E-05,-0.003957733,7.78E-05,-0.000704357,0.418400885,0.004977995,0.032231473,0.014502291,0.015929716,0.023745581,0.022163138,0.017387286
VAL_JEL_3.png,VAL,JEL,3,800,1,544860,565.8065375,1002.035327,0.120567589,815409,0.945124479,832.9089376,1567.504658,1793.255141,512.1201554,623.1044902,638.5651738,1793.195193,7532.706,0.668204545,0.120668178,0.282343221,0.531359785,2.808257034,1,0.003779405,0.129211187,0.007544596,0.032890607,0.032635313,0.015077449,0.063757566,5.55E-17,-0.03260615,-0.003471856,-0.043132297,0.005609702,-0.015511215,0.010371466,-0.028262801,-1.39E-16,-0.013758718,0.002775888,-0.001555196,0.004390109,0.009894999,0.003471111,-0.017887414,0.414920747,-0.002630037,0.034274112,-0.00721241,0.006039547,-0.01830548,0.001312218,-0.014220512
VAL_JEL_4.png,VAL,JEL,4,800,1,359871,544.6041887,812.1828155,0.285685912,490813,0.925743625,676.9061886,1164.172176,1301.039584,440.2337373,532.9693615,533.6487317,1301,3975.492,0.733214075,0.286137611,0.338082381,0.58144852,2.438007451,1,0.027029008,0.138396452,0.027244562,0.071607689,-0.003400085,0.072589364,-0.011668705,4.62E-17,-0.013921714,0.008982427,-0.016112129,0.018996009,-0.011724483,0.023307397,-0.004564769,-9.74E-17,-0.001734018,0.006117548,0.001611578,0.009411055,0.005012452,-0.000715816,-0.006438031,0.470287493,-0.017970441,0.026394084,-0.003552314,-0.018165559,0.024234659,-0.003904962,-0.000479295
VAL_JEL_5.png,VAL,JEL,5,800,1,603187,646.793041,1021.219764,0.103568803,923189,0.946762305,876.3569714,1668.251837,1854.336809,537.0660478,645.5471611,685.9702809,1854.217355,8551.788,0.653373253,0.103644911,0.275955382,0.525314555,2.703231992,1,0.00890134,0.122947927,0.013555714,0.008413572,-0.00174541,-0.028176661,-0.004412413,5.55E-17,0.029181201,-0.005171866,0.033415446,-0.016822417,-0.002207365,-0.040670652,-0.004259808,-4.16E-17,0.007883209,-0.004810865,-0.005668353,-0.008102228,-0.015501023,-0.01169538,0.012276062,0.409488137,-0.003917338,0.039814605,0.002405434,0.014891856,0.007237479,0.013251584,-0.003335803
VAL_JEL_6.png,VAL,JEL,6,800,1,402172,493.5745054,848.0186487,0.255818175,551030,0.919645328,715.5845821,1211.668333,1287.204723,475.8825968,568.7543181,571.0941751,1287.099452,4441.586,0.729854999,0.25618019,0.348782297,0.590577935,2.25392725,1,0.032001209,0.110206726,-0.020521276,0.017961916,-0.070376194,0.001788888,-0.081550752,0,0.005273025,0.00361248,-0.00201394,-0.004886062,-0.010804552,-0.002343887,-0.014883509,-5.55E-17,-0.003097382,-0.000333102,-0.009558791,-0.002844128,-0.004467254,0.000988591,-0.001516968,0.479785141,-0.002498331,0.05174329,0.049192729,0.018226849,0.024521105,0.003465995,0.003388975
VAL_JEL_7.png,VAL,JEL,7,800,1,645105,651.2620767,1181.561257,0.090611703,1012129,0.953093144,906.2964176,1791.01271,2102.291369,542.0986276,660.978237,664.2832302,2102.274958,9455.483,0.637374287,0.090671925,0.256060855,0.506024559,3.16475153,1,0.031761231,0.126570494,0.029818768,0.024172677,0.009433565,0.011345222,0.012124874,0,0.033561717,0.011655365,0.044129828,0.01145008,0.038702347,0.005195145,0.075870546,-6.94E-17,0.010907551,0.000113851,0.003843837,0.001967041,0.002493406,-0.001014661,0.024425356,0.384343331,-0.005404552,0.03010891,-0.000107458,0.005496667,0.004258492,-0.001722994,-0.009706234
VAL_JEL_8.png,VAL,JEL,8,800,1,457079,535.9233524,868.3180085,0.196454996,641065,0.933149037,762.8702759,1351.14,1487.377558,485.7209692,577.612172,595.1242191,1487.334865,5404.016,0.712999462,0.196683478,0.31878706,0.56461231,2.499272438,1,-0.0181361,0.136602457,-0.027255338,0.043220644,-0.041895413,0.007204374,-0.065499575,2.78E-17,0.004441604,-0.01973178,0.014554615,-0.028345956,0.021262748,-0.003442782,0.033602039,6.94E-17,0.000365832,-0.008290374,0.002228664,0.001602154,0.007447925,0.017631253,0.007673357,0.450847799,0.013856895,0.037930664,0.019937914,0.011176162,0.022803187,0.014546157,0.013476938
VAL_JEL_9.png,VAL,JEL,9,800,1,710573,635.8255267,1327.866221,0.078485109,1102943,0.958280704,951.1727724,1926.23293,2184.428758,550.5728137,684.3895074,709.4066533,2184.346584,10663.204,0.644251788,0.078531362,0.243837902,0.493799456,3.079233537,1,0.000850195,0.147034009,-0.007752524,0.043578973,-0.02439264,-0.00097816,-0.056180001,-5.55E-17,-0.006832818,-0.01299362,-0.007916616,-0.009349515,-0.006346316,0.012411778,-0.000459771,1.53E-16,0.004041484,-0.005457002,0.001483457,0.002876527,0.000154067,0.006257663,0.00156154,0.376019146,0.002533078,0.028594208,0.003533644,0.014088408,0.010455541,0.008691296,0.017395967
